[26/Aug/2015 13:36:07] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:12:28] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:12:28] DEBUG [django.db.backends:91] (0.001) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE (`codetables_files_saveds`.`title` = 'BubbleSorting' AND `codetables_files_saveds`.`author_id` = 1) LIMIT 21; args=(u'BubbleSorting', 1)
[27/Aug/2015 19:12:48] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:12:48] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:12:48') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:12:48')
[27/Aug/2015 19:12:48] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:12:48] DEBUG [django.db.backends:91] (0.001) SELECT COUNT(*) FROM `codetables_files_saveds`; args=()
[27/Aug/2015 19:12:48] DEBUG [django.db.backends:91] (0.000) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` ORDER BY `codetables_files_saveds`.`id` DESC; args=()
[27/Aug/2015 19:12:48] DEBUG [django.db.backends:91] (0.006) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:12:48] DEBUG [django.db.backends:91] (0.003) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:12:48') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:12:48')
[27/Aug/2015 19:12:48] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:19:17] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:19:17] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:19:17') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:19:17')
[27/Aug/2015 19:19:17] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:19:23] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:19:23] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:19:23') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:19:23')
[27/Aug/2015 19:19:23] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:19:29] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:19:29] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:19:29') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:19:29')
[27/Aug/2015 19:19:29] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:19:36] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:19:36] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:19:36') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:19:36')
[27/Aug/2015 19:19:36] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:20:15] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:20:15] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:20:15') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:20:15')
[27/Aug/2015 19:20:15] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:20:27] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:20:27] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:20:27') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:20:27')
[27/Aug/2015 19:20:27] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:20:31] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:20:31] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:20:31') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:20:31')
[27/Aug/2015 19:20:31] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:21:18] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:21:18] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:21:18') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:21:18')
[27/Aug/2015 19:21:18] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:21:25] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:21:25] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:21:25') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:21:25')
[27/Aug/2015 19:21:25] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:22:09] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:22:09] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:22:09') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:22:09')
[27/Aug/2015 19:22:09] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:22:15] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:22:15] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:22:15') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:22:15')
[27/Aug/2015 19:22:15] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:23:26] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:23:26] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:23:26') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:23:26')
[27/Aug/2015 19:23:26] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:23:33] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:23:33] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:23:33') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:23:33')
[27/Aug/2015 19:23:33] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:25:25] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:25:25] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:25:25') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:25:25')
[27/Aug/2015 19:25:25] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:25:31] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:25:31] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:25:31') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:25:31')
[27/Aug/2015 19:25:31] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:25:35] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:25:35] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:25:35') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:25:35')
[27/Aug/2015 19:25:35] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:26:16] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:26:16] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:26:16') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:26:16')
[27/Aug/2015 19:26:16] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:26:20] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:26:20] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:26:20') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:26:20')
[27/Aug/2015 19:26:20] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:26:34] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:26:34] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:26:34') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:26:34')
[27/Aug/2015 19:26:34] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:26:44] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:26:44] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:26:44') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:26:44')
[27/Aug/2015 19:26:44] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:37:34] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:37:34] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:37:34') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:37:34')
[27/Aug/2015 19:37:34] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:41:09] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:41:09] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:41:09') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:41:09')
[27/Aug/2015 19:41:09] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:41:12] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:41:12] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:41:12') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:41:12')
[27/Aug/2015 19:41:12] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:42:33] DEBUG [django.db.backends:91] (0.002) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:42:33] DEBUG [django.db.backends:91] (0.000) SHOW TABLES; args=None
[27/Aug/2015 19:42:33] DEBUG [django.db.backends:91] (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
[27/Aug/2015 19:42:35] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:42:35] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:42:35') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:42:35')
[27/Aug/2015 19:42:35] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:42:40] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
